,Player,Mat,Inn,NO,Runs,Avg,100,50,Point,catagory
271,C Bannerman (AUS),3,6.0,2.0,239.0,59.75,1.0,0.0,6.964683143512199,2
272,WA Brown (AUS),22,35.0,1.0,1592.0,46.82,4.0,9.0,6.93874754554358,2
273,JN Rhodes (SA),52,80.0,9.0,2532.0,35.66,3.0,17.0,6.9231883972493495,2
274,Mohsin Khan (PAK),48,79.0,6.0,2709.0,37.1,7.0,9.0,6.908898661342844,2
275,DAS Gunaratne (SL),6,10.0,2.0,455.0,56.87,1.0,3.0,6.88485257441561,2
276,AP Gurusinha (SL),41,70.0,7.0,2452.0,38.92,7.0,8.0,6.858329714970076,2
277,Rameez Raja (PAK),57,94.0,5.0,2833.0,31.83,2.0,22.0,6.847249039814643,2
278,Babar Azam (PAK),25,47.0,7.0,1707.0,42.67,4.0,13.0,6.844732059318261,2
279,DR Jardine (ENG),22,33.0,6.0,1296.0,48.0,1.0,10.0,6.808299821319366,2
280,A Melville (SA),11,19.0,2.0,894.0,52.58,4.0,3.0,6.7985244432515906,2
281,SL Campbell (WI),52,93.0,4.0,2882.0,32.38,4.0,18.0,6.753294250507372,2
282,Aamer Sohail (PAK),47,83.0,3.0,2823.0,35.28,5.0,13.0,6.746734226788623,2
283,CF Walters (ENG),11,18.0,3.0,784.0,52.26,1.0,7.0,6.708610503160355,2
284,JK Moss (AUS),1,2.0,1.0,60.0,60.0,0.0,0.0,6.695349860027597,2
285,JA Rudolph (SA),48,83.0,9.0,2622.0,35.43,6.0,11.0,6.6953264239406725,2
286,GRJ Matthews (AUS),33,53.0,8.0,1849.0,41.08,4.0,12.0,6.684483641775713,2
287,AL Logie (WI),52,78.0,9.0,2470.0,35.79,2.0,16.0,6.670259115001822,2
288,BC Booth (AUS),29,48.0,6.0,1773.0,42.21,5.0,10.0,6.649418244904766,2
289,GR Marsh (AUS),50,93.0,7.0,2854.0,33.18,4.0,15.0,6.64356966716838,2
290,PJP Burge (AUS),42,68.0,8.0,2290.0,38.16,4.0,12.0,6.642389409363232,2
291,BJ Hodge (AUS),6,11.0,2.0,503.0,55.88,1.0,2.0,6.626795973199723,2
292,BM McMillan (SA),38,62.0,12.0,1968.0,39.36,3.0,13.0,6.625698941578743,2
293,S Dhawan (INDIA),34,58.0,1.0,2315.0,40.61,7.0,5.0,6.490981508676838,2
294,CP Mead (ENG),17,26.0,2.0,1185.0,49.37,4.0,3.0,6.47228678470325,2
295,BKG Mendis (SL),42,82.0,3.0,2777.0,35.15,6.0,10.0,6.4518944926161135,2
296,Sir RJ Hadlee (NZ),86,134.0,19.0,3124.0,27.16,2.0,15.0,6.4403872858852225,2
297,PH Parfitt (ENG),37,52.0,6.0,1882.0,40.91,7.0,6.0,6.424771048751906,2
298,WPUJC Vaas (SL),111,162.0,35.0,3089.0,24.32,1.0,13.0,6.423051252179862,2
299,KH Weekes (WI),2,3.0,0.0,173.0,57.66,1.0,0.0,6.407861252224783,2
300,Mahmudullah (BDESH),48,91.0,6.0,2739.0,32.22,4.0,16.0,6.406690727946328,2
301,GS Blewett (AUS),46,79.0,4.0,2552.0,34.02,4.0,15.0,6.352474977772491,2
302,JA Morkel (SA),1,1.0,0.0,58.0,58.0,0.0,1.0,6.34978656596404,2
303,TL Goddard (SA),41,78.0,5.0,2516.0,34.46,1.0,18.0,6.318251772810186,2
304,MP Donnelly (NZ),7,12.0,1.0,582.0,52.9,1.0,4.0,6.264484039313954,2
305,DW Randall (ENG),47,79.0,5.0,2470.0,33.37,7.0,12.0,6.253943607467463,2
306,Sadiq Mohammad (PAK),41,74.0,2.0,2579.0,35.81,5.0,10.0,6.215419398666943,2
307,C Ramaswami (INDIA),2,4.0,1.0,170.0,56.66,0.0,1.0,6.212642089284861,2
308,RE Grieveson (SA),2,2.0,0.0,114.0,57.0,0.0,1.0,6.202704132124213,2
309,HM Nicholls (NZ),31,47.0,5.0,1711.0,40.73,5.0,9.0,6.196314960958852,2
310,JF Reid (NZ),19,31.0,3.0,1296.0,46.28,6.0,2.0,6.146540861039193,2
311,WW Hinds (WI),45,80.0,1.0,2608.0,33.01,5.0,14.0,6.145138525267946,2
312,DN Sardesai (INDIA),30,55.0,4.0,2001.0,39.23,5.0,9.0,6.14361071123304,2
313,MG Burgess (NZ),50,92.0,6.0,2684.0,31.2,5.0,14.0,6.11578013162368,2
314,HL Collins (AUS),19,31.0,1.0,1352.0,45.06,4.0,6.0,6.050418462973816,2
315,MM Ali (ENG),60,104.0,8.0,2782.0,28.97,5.0,14.0,6.0066557866130115,2
316,Moin Khan (PAK),69,104.0,8.0,2741.0,28.55,4.0,15.0,5.964627463692315,2
317,Kamran Akmal (PAK),53,92.0,6.0,2648.0,30.79,6.0,12.0,5.960045505743559,2
318,D Ramdin (WI),74,126.0,14.0,2898.0,25.87,4.0,15.0,5.95068877274724,2
319,GA Faulkner (SA),25,47.0,4.0,1754.0,40.79,4.0,8.0,5.941791644653981,2
320,GP Howarth (NZ),47,83.0,5.0,2531.0,32.44,6.0,11.0,5.936051632288708,2
321,RD Jacobs (WI),65,112.0,21.0,2577.0,28.31,3.0,14.0,5.902882199312735,2
322,PA Jaques (AUS),11,19.0,0.0,902.0,47.47,3.0,6.0,5.8922878029025245,2
323,RA Jadeja (INDIA),48,69.0,17.0,1844.0,35.46,1.0,14.0,5.890522918020974,2
324,MW Goodwin (ZIM),19,37.0,4.0,1414.0,42.84,3.0,8.0,5.844177496783619,2
325,SMH Kirmani (INDIA),88,124.0,22.0,2759.0,27.04,2.0,12.0,5.842492939420994,2
326,AC Parore (NZ),78,128.0,19.0,2865.0,26.28,2.0,14.0,5.841758295454758,2
327,PE Richardson (ENG),34,56.0,1.0,2061.0,37.47,5.0,9.0,5.815386475599813,2
328,SV Manjrekar (INDIA),37,61.0,6.0,2043.0,37.14,4.0,9.0,5.806225107743513,2
329,JHB Waite (SA),50,86.0,7.0,2405.0,30.44,4.0,16.0,5.804486968575652,2
330,AG Fairfax (AUS),10,12.0,4.0,410.0,51.25,0.0,4.0,5.785523311765969,2
331,SCJ Broad (ENG),135,199.0,29.0,3158.0,18.57,1.0,12.0,5.767923677854467,2
332,AF Rae (WI),15,24.0,2.0,1016.0,46.18,4.0,4.0,5.762051698529126,2
333,FM Engineer (INDIA),46,87.0,3.0,2611.0,31.08,2.0,16.0,5.728912393351857,2
334,SE Marsh (AUS),38,68.0,2.0,2265.0,34.31,6.0,10.0,5.719399070327049,2
335,ADR Campbell (ZIM),60,109.0,4.0,2858.0,27.21,2.0,18.0,5.718116999221691,2
336,RB McCosker (AUS),25,46.0,5.0,1622.0,39.56,4.0,9.0,5.709276639590194,2
337,DSBP Kuruppu (SL),4,7.0,1.0,320.0,53.33,1.0,0.0,5.701533733912271,2
338,R Subba Row (ENG),13,22.0,1.0,984.0,46.85,3.0,4.0,5.697938006069685,2
339,A Symonds (AUS),26,41.0,5.0,1462.0,40.61,2.0,10.0,5.6338932216336595,2
340,DL Houghton (ZIM),22,36.0,2.0,1464.0,43.05,4.0,4.0,5.624488144627761,2
341,VM Merchant (INDIA),10,18.0,0.0,859.0,47.72,3.0,3.0,5.600055008384771,2
342,JDB Robertson (ENG),11,21.0,2.0,881.0,46.36,2.0,6.0,5.5965336720779,2
343,BC Broad (ENG),25,44.0,2.0,1661.0,39.54,6.0,6.0,5.589029711895554,2
344,MJ Guptill (NZ),47,89.0,1.0,2586.0,29.38,3.0,17.0,5.57515020128239,2
345,MH Denness (ENG),28,45.0,3.0,1667.0,39.69,4.0,7.0,5.5483768764455945,2
346,PGV van der Bijl (SA),5,9.0,0.0,460.0,51.11,1.0,2.0,5.5467360246262265,2
347,SG Law (AUS),1,1.0,1.0,54.0,54.0,0.0,1.0,5.54510584642583,2
348,KS Ranjitsinhji (ENG),15,26.0,4.0,989.0,44.95,2.0,6.0,5.516231548075182,2
349,Imran Farhat (PAK),40,77.0,2.0,2400.0,32.0,3.0,14.0,5.501829385625278,2
350,P Roy (INDIA),43,79.0,4.0,2442.0,32.56,5.0,9.0,5.482053132006183,2
351,W Rhodes (ENG),58,98.0,21.0,2325.0,30.19,2.0,11.0,5.4740917468286145,2
352,KL Rahul (INDIA),36,60.0,2.0,2006.0,34.58,5.0,11.0,5.470772059711145,2
353,KR Rutherford (NZ),56,99.0,8.0,2465.0,27.08,3.0,18.0,5.470415555096879,2
354,JP Duminy (SA),46,74.0,10.0,2103.0,32.85,6.0,8.0,5.427238573550325,2
355,ML Apte (INDIA),7,13.0,2.0,542.0,49.27,1.0,3.0,5.427046845213681,2
356,R Ashwin (INDIA),70,96.0,13.0,2385.0,28.73,4.0,11.0,5.389227226653237,2
357,AN Petersen (SA),36,64.0,4.0,2093.0,34.88,5.0,8.0,5.382151517863088,2
358,KJ O'Brien (IRE),3,6.0,1.0,258.0,51.6,1.0,1.0,5.382092069405405,2
359,AC Hudson (SA),35,63.0,3.0,2007.0,33.45,4.0,13.0,5.363879264999392,2
360,TM Head (AUS),16,27.0,2.0,1081.0,43.24,2.0,7.0,5.305933718008985,2
361,JDP Oram (NZ),33,59.0,10.0,1780.0,36.32,5.0,6.0,5.304927537997845,2
362,RH Catterall (SA),24,43.0,2.0,1555.0,37.92,3.0,11.0,5.303419919978572,2
363,BL Irvine (SA),4,7.0,0.0,353.0,50.42,1.0,2.0,5.301767573285922,2
364,TW Hayward (ENG),35,60.0,2.0,1999.0,34.46,3.0,12.0,5.294825367992801,2
365,JC Buttler (ENG),38,68.0,6.0,2046.0,33.0,1.0,15.0,5.289327062239236,2
366,BRM Taylor (ZIM),28,56.0,4.0,1840.0,35.38,6.0,8.0,5.261410645071178,2
367,SK Warne (AUS),145,199.0,17.0,3154.0,17.32,0.0,12.0,5.260705868952722,2
368,Rashid Khan (PAK),4,6.0,3.0,155.0,51.66,0.0,1.0,5.2593473848152925,2
369,PJ Sharpe (ENG),12,21.0,4.0,786.0,46.23,1.0,4.0,5.244137169954186,2
370,MJK Smith (ENG),50,78.0,6.0,2278.0,31.63,3.0,11.0,5.242999524772324,2
371,W Jaffer (INDIA),31,58.0,1.0,1944.0,34.1,5.0,11.0,5.238603887985127,2
372,RS Modi (INDIA),10,17.0,1.0,736.0,46.0,1.0,6.0,5.233785981223162,2
373,JHW Fingleton (AUS),18,29.0,1.0,1189.0,42.46,5.0,3.0,5.2009796414099565,2
374,JP Crawley (ENG),37,61.0,9.0,1800.0,34.61,4.0,9.0,5.188315771284579,2
375,Yuvraj Singh (INDIA),40,62.0,6.0,1900.0,33.92,3.0,11.0,5.173916436364717,2
376,Shahid Afridi (PAK),27,48.0,1.0,1716.0,36.51,5.0,8.0,5.1305316440483875,2
377,RS Mahanama (SL),52,89.0,1.0,2576.0,29.27,4.0,11.0,5.126162630668185,2
378,RG Gregory (AUS),2,3.0,0.0,153.0,51.0,0.0,2.0,5.105926014652027,2
379,CT Radley (ENG),8,10.0,0.0,481.0,48.1,2.0,2.0,5.101804844375071,2
380,R Edwards (AUS),20,32.0,3.0,1171.0,40.37,2.0,9.0,5.090841187433653,2
381,JD Ryder (NZ),18,33.0,2.0,1269.0,40.93,3.0,6.0,5.065516115369545,2
382,DJ Bravo (WI),40,71.0,1.0,2200.0,31.42,3.0,13.0,5.063481100529132,2
383,L Klusener (SA),49,69.0,11.0,1906.0,32.86,4.0,8.0,5.055877068978097,2
384,Shoaib Malik (PAK),35,60.0,6.0,1898.0,35.14,3.0,8.0,5.054906413208484,2
385,C Milburn (ENG),9,16.0,2.0,654.0,46.71,2.0,2.0,5.049637685257348,2
386,RA Reifer (WI),1,2.0,1.0,52.0,52.0,0.0,0.0,5.0475483767272555,2
387,AW Nourse (SA),45,83.0,8.0,2234.0,29.78,1.0,15.0,5.041571498012767,2
388,Wasim Akram (PAK),104,147.0,19.0,2898.0,22.64,3.0,7.0,5.041036173173376,2
389,AC MacLaren (ENG),35,61.0,4.0,1931.0,33.87,5.0,8.0,5.023869072260669,2
390,SM Patil (INDIA),29,47.0,4.0,1588.0,36.93,4.0,7.0,4.984700383709295,2
391,GT Dowling (NZ),39,77.0,3.0,2306.0,31.16,3.0,11.0,4.984528177272951,2
392,GB Legge (ENG),5,7.0,1.0,299.0,49.83,1.0,0.0,4.979381155505629,2
393,TE Bailey (ENG),61,91.0,14.0,2290.0,29.74,1.0,10.0,4.953466448266895,2
394,CPS Chauhan (INDIA),40,68.0,2.0,2084.0,31.57,0.0,16.0,4.943768692748542,2
395,HM McGirr (NZ),2,1.0,0.0,51.0,51.0,0.0,1.0,4.917960965094013,2
396,MA Noble (AUS),42,73.0,7.0,1997.0,30.25,1.0,16.0,4.911707304108994,2
397,GS Ballance (ENG),23,42.0,2.0,1498.0,37.45,4.0,7.0,4.873816112328847,2
398,A Jackson (AUS),8,11.0,1.0,474.0,47.4,1.0,2.0,4.867727921660364,2
399,SB Styris (NZ),29,48.0,4.0,1586.0,36.04,5.0,6.0,4.832411651033768,2
400,RT Robinson (ENG),29,49.0,5.0,1601.0,36.38,4.0,6.0,4.826011381207053,2
401,SK Coen (SA),2,4.0,2.0,101.0,50.5,0.0,0.0,4.824804825047344,3
402,A Hill (ENG),2,4.0,2.0,101.0,50.5,0.0,0.0,4.824804825047344,3
403,JO Holder (WI),40,69.0,11.0,1898.0,32.72,3.0,8.0,4.814636620957839,3
404,AK Markram (SA),20,37.0,0.0,1424.0,38.48,4.0,6.0,4.810041938480664,3
405,AL Wadekar (INDIA),37,71.0,3.0,2113.0,31.07,1.0,14.0,4.807363058391394,3
406,GJ Whittall (ZIM),46,82.0,7.0,2207.0,29.42,4.0,10.0,4.791414465722591,3
407,BA Young (NZ),35,68.0,4.0,2034.0,31.78,2.0,12.0,4.786355141980021,3
408,JA Burns (AUS),20,34.0,0.0,1321.0,38.85,4.0,6.0,4.7830148650685915,3
409,RA McLean (SA),40,73.0,3.0,2120.0,30.28,5.0,10.0,4.782054011261746,3
410,ML Jaisimha (INDIA),39,71.0,4.0,2056.0,30.68,3.0,12.0,4.7688154900587225,3
411,DM de Silva (SL),29,55.0,4.0,1758.0,34.47,6.0,5.0,4.72594366459484,3
412,MH Mankad (INDIA),44,72.0,5.0,2109.0,31.47,5.0,6.0,4.693942583366064,3
413,JM Parks (ENG),46,68.0,7.0,1962.0,32.16,2.0,9.0,4.692138915597594,3
414,RES Wyatt (ENG),40,64.0,6.0,1839.0,31.7,2.0,12.0,4.683999488752892,3
415,GM Ritchie (AUS),30,53.0,5.0,1690.0,35.2,3.0,7.0,4.680547993795287,3
416,C Kelleway (AUS),26,42.0,4.0,1422.0,37.42,3.0,6.0,4.672046315129931,3
417,RE Foster (ENG),8,14.0,1.0,602.0,46.3,1.0,1.0,4.663030851363295,3
418,G Gunn (ENG),15,29.0,1.0,1120.0,40.0,2.0,7.0,4.661046565752986,3
419,RR Pant (INDIA),11,18.0,1.0,754.0,44.35,2.0,2.0,4.654625438875323,3
420,BA Edgar (NZ),39,68.0,4.0,1958.0,30.59,3.0,12.0,4.650546750818801,3
421,N Oldfield (ENG),1,2.0,0.0,99.0,49.5,0.0,1.0,4.643072347449296,3
422,S Ramesh (INDIA),19,37.0,1.0,1367.0,37.97,2.0,8.0,4.639009249472538,3
423,F Penn (ENG),1,2.0,1.0,50.0,50.0,0.0,0.0,4.63559800590217,3
424,Mohammad Ashraful (BDESH),61,119.0,5.0,2737.0,24.0,6.0,8.0,4.62382760435613,3
425,Yashpal Sharma (INDIA),37,59.0,11.0,1606.0,33.45,2.0,9.0,4.604703663032075,3
426,H Masakadza (ZIM),38,76.0,2.0,2223.0,30.04,5.0,8.0,4.600776033049423,3
427,PA Gibb (ENG),8,13.0,0.0,581.0,44.69,2.0,3.0,4.6005815015997324,3
428,NT Paranavitana (SL),32,60.0,5.0,1792.0,32.58,2.0,11.0,4.588265184359833,3
429,MJ Greatbatch (NZ),41,71.0,5.0,2021.0,30.62,3.0,10.0,4.577459768198852,3
430,MR Ramprakash (ENG),52,92.0,6.0,2350.0,27.32,2.0,12.0,4.576739469690683,3
431,T Bavuma (SA),39,65.0,7.0,1812.0,31.24,1.0,13.0,4.574244360127584,3
432,KD Mackay (AUS),37,52.0,7.0,1507.0,33.48,0.0,13.0,4.541282432232102,3
433,CJ Tavare (ENG),31,56.0,2.0,1755.0,32.5,2.0,12.0,4.529175979010818,3
434,K Srikkanth (INDIA),43,72.0,3.0,2062.0,29.88,2.0,12.0,4.524117830186767,3
435,S Muthusamy (SA),2,4.0,2.0,98.0,49.0,0.0,0.0,4.5148786075159135,3
436,Ahmed Shehzad (PAK),13,25.0,1.0,982.0,40.91,3.0,4.0,4.513820109536329,3
437,FB Smith (NZ),4,6.0,1.0,237.0,47.4,0.0,2.0,4.496745695637793,3
438,Aftab Baloch (PAK),2,3.0,1.0,97.0,48.5,0.0,1.0,4.477956945100301,3
439,HAPW Jayawardene (SL),58,83.0,11.0,2124.0,29.5,4.0,5.0,4.474258313746938,3
440,AH Bakewell (ENG),6,9.0,0.0,409.0,45.44,1.0,3.0,4.457630737054694,3
441,RL Dias (SL),20,36.0,1.0,1285.0,36.71,3.0,8.0,4.44269035025903,3
442,RW Barber (ENG),28,45.0,3.0,1495.0,35.59,1.0,9.0,4.439766863692138,3
443,Qasim Umar (PAK),26,43.0,2.0,1502.0,36.63,3.0,5.0,4.437169622320078,3
444,WR Endean (SA),28,52.0,4.0,1630.0,33.95,3.0,8.0,4.431729984428161,3
445,ML Love (AUS),5,8.0,3.0,233.0,46.6,1.0,1.0,4.422374435518401,3
446,VS Ransford (AUS),20,38.0,6.0,1211.0,37.84,1.0,7.0,4.415262756862955,3
447,N Dickwella (SL),35,64.0,4.0,1857.0,30.95,0.0,14.0,4.41419602177558,3
448,J Sharp (ENG),3,6.0,2.0,188.0,47.0,1.0,1.0,4.411820280229639,3
449,Rev.DS Sheppard (ENG),22,33.0,2.0,1172.0,37.8,3.0,6.0,4.400524534657898,3
450,Azmat Rana (PAK),1,1.0,0.0,49.0,49.0,0.0,0.0,4.398121441502108,3
451,Imtiaz Ahmed (PAK),41,72.0,1.0,2079.0,29.28,3.0,11.0,4.37285640708588,3
452,BOP Fernando (SL),4,7.0,1.0,277.0,46.16,1.0,1.0,4.299566754150717,3
453,M Prabhakar (INDIA),39,58.0,9.0,1600.0,32.65,1.0,9.0,4.288514357960575,3
454,BW Luckhurst (ENG),21,41.0,5.0,1298.0,36.05,4.0,5.0,4.287491878447689,3
455,AD Gaekwad (INDIA),40,70.0,4.0,1985.0,30.07,2.0,10.0,4.282552829051393,3
456,JK Silva (SL),39,74.0,0.0,2099.0,28.36,3.0,12.0,4.280025758200283,3
457,AJ Watkins (ENG),15,24.0,4.0,810.0,40.5,2.0,4.0,4.267190114758806,3
458,Ashraf Ali (PAK),8,8.0,3.0,229.0,45.8,0.0,2.0,4.266080270196687,3
459,AP Sheahan (AUS),31,53.0,6.0,1594.0,33.91,2.0,7.0,4.26587993284984,3
460,JM Gregory (AUS),24,34.0,3.0,1146.0,36.96,2.0,7.0,4.2433872908887444,3
461,DS Steele (ENG),8,16.0,0.0,673.0,42.06,1.0,5.0,4.234918700786259,3
462,A Kumble (INDIA),132,173.0,32.0,2506.0,17.77,1.0,5.0,4.208005872135682,3
463,BM Laird (AUS),21,40.0,2.0,1341.0,35.28,0.0,11.0,4.204996553501163,3
464,RL Chase (WI),32,58.0,4.0,1695.0,31.38,5.0,7.0,4.196274418327853,3
465,W Chatterton (ENG),1,1.0,0.0,48.0,48.0,0.0,0.0,4.192146256089566,3
466,Yasir Arafat (PAK),3,3.0,1.0,94.0,47.0,0.0,1.0,4.178031424586642,3
467,G Fowler (ENG),21,37.0,0.0,1307.0,35.32,3.0,8.0,4.17447010622435,3
468,SS Das (INDIA),23,40.0,2.0,1326.0,34.89,2.0,9.0,4.1742052666097615,3
469,Salman Butt (PAK),33,62.0,0.0,1889.0,30.46,3.0,10.0,4.17318593851137,3
470,DT Lindsay (SA),19,31.0,1.0,1130.0,37.66,3.0,5.0,4.173128343493315,3
471,WU Tharanga (SL),31,58.0,3.0,1754.0,31.89,3.0,8.0,4.17285876090923,3
472,J Yadav (INDIA),4,6.0,1.0,228.0,45.6,1.0,1.0,4.140826623346075,3
473,AF Kippax (AUS),22,34.0,1.0,1192.0,36.12,2.0,8.0,4.139900154023065,3
474,L Vincent (NZ),23,40.0,1.0,1332.0,34.15,3.0,9.0,4.124241888100332,3
475,PSP Handscomb (AUS),16,29.0,5.0,934.0,38.91,2.0,4.0,4.110982644013968,3
476,L Baichan (WI),3,6.0,2.0,184.0,46.0,1.0,0.0,4.106029760242816,3
477,MG Vandort (SL),20,33.0,2.0,1144.0,36.9,4.0,4.0,4.09931164991218,3
478,CR Brathwaite (WI),3,5.0,1.0,181.0,45.25,0.0,3.0,4.0949179739436525,3
479,C de Grandhomme (NZ),21,32.0,4.0,1044.0,37.28,1.0,7.0,4.090885927348621,3
480,JS Solomon (WI),27,46.0,7.0,1326.0,34.0,1.0,9.0,4.083900805814528,3
481,RA Duff (AUS),22,40.0,3.0,1317.0,35.59,2.0,6.0,4.027711612710671,3
482,Abdul Razzaq (PAK),46,77.0,9.0,1946.0,28.61,3.0,7.0,4.02347503124468,3
483,PK Amre (INDIA),11,13.0,3.0,425.0,42.5,1.0,3.0,4.021017699185413,3
484,JT Tyldesley (ENG),31,55.0,1.0,1661.0,30.75,4.0,9.0,4.018999587189276,3
485,HG Vivian (NZ),7,10.0,0.0,421.0,42.1,1.0,5.0,3.9975853568945783,3
486,BK Shepherd (AUS),9,14.0,2.0,502.0,41.83,0.0,5.0,3.9843888435899313,3
487,SE Gregory (AUS),58,100.0,7.0,2282.0,24.53,4.0,8.0,3.980804468646375,3
488,MJ North (AUS),21,35.0,2.0,1171.0,35.48,5.0,4.0,3.9769934891800722,3
489,RT Simpson (ENG),27,45.0,3.0,1401.0,33.35,4.0,6.0,3.967827262910115,3
490,NJ Contractor (INDIA),31,52.0,1.0,1611.0,31.58,1.0,11.0,3.964196402582897,3
491,JW Burke (AUS),24,44.0,7.0,1280.0,34.59,3.0,5.0,3.9640815620123893,3
492,A Shrewsbury snr (ENG),23,40.0,4.0,1277.0,35.47,3.0,4.0,3.9281729819565228,3
493,GH Vihari (INDIA),7,12.0,1.0,466.0,42.36,1.0,3.0,3.9278809156804275,3
494,PJ Hughes (AUS),26,49.0,2.0,1535.0,32.65,3.0,7.0,3.9106054301152917,3
495,R Benaud (AUS),63,97.0,7.0,2201.0,24.45,3.0,9.0,3.9060507527982433,3
496,RP Arnold (SL),44,69.0,4.0,1821.0,28.01,3.0,10.0,3.899301685691583,3
497,TG Evans (ENG),91,133.0,14.0,2439.0,20.49,2.0,8.0,3.887249055420786,3
498,DW Hookes (AUS),23,41.0,3.0,1306.0,34.36,1.0,8.0,3.868796671623375,3
499,J Vine (ENG),2,3.0,2.0,46.0,46.0,0.0,0.0,3.8531993402572895,3
500,HH Dippenaar (SA),38,62.0,5.0,1718.0,30.14,3.0,7.0,3.8500855482840652,3
501,JKC Holt (WI),17,31.0,2.0,1066.0,36.75,2.0,5.0,3.827038064769257,3
502,Yasir Hameed (PAK),25,49.0,3.0,1491.0,32.41,2.0,8.0,3.822823200948359,3
503,Harbhajan Singh (INDIA),103,145.0,23.0,2224.0,18.22,2.0,9.0,3.821303708513852,3
504,CC Passailaigue (WI),1,2.0,1.0,46.0,46.0,0.0,0.0,3.811697264251999,3
505,J Benaud (AUS),3,5.0,0.0,223.0,44.6,1.0,0.0,3.7928917344122177,3
506,T Taibu (ZIM),28,54.0,3.0,1546.0,30.31,1.0,12.0,3.7925637106024253,3
507,RC Russell (ENG),54,86.0,16.0,1897.0,27.1,2.0,6.0,3.7917902701447486,3
508,D Lloyd (ENG),9,15.0,2.0,552.0,42.46,1.0,0.0,3.786051517444488,3
509,MF Malone (AUS),1,1.0,0.0,46.0,46.0,0.0,0.0,3.78019588526448,3
510,MS Sinclair (NZ),33,56.0,5.0,1635.0,32.05,3.0,4.0,3.7716040651492144,3
511,MS Wade (AUS),31,54.0,9.0,1418.0,31.51,4.0,5.0,3.7689003976473137,3
512,D Ganga (WI),48,86.0,2.0,2160.0,25.71,3.0,9.0,3.7572306952424483,3
513,MG Johnson (AUS),73,109.0,16.0,2065.0,22.2,1.0,11.0,3.7381418150910544,3
514,Haroon Rasheed (PAK),23,36.0,1.0,1217.0,34.77,3.0,5.0,3.7370053426332808,3
515,H Hameed (ENG),3,6.0,1.0,219.0,43.8,0.0,2.0,3.735985312773761,3
516,DG Phadkar (INDIA),31,45.0,7.0,1229.0,32.34,2.0,8.0,3.7279279907908096,3
517,BF Hastings (NZ),31,56.0,6.0,1510.0,30.2,4.0,7.0,3.721684818064315,3
518,KJ Arnott (ZIM),4,8.0,1.0,302.0,43.14,1.0,1.0,3.7078000993080535,3
519,JB Bolus (ENG),7,12.0,0.0,496.0,41.33,0.0,4.0,3.6969760319444407,3
520,CJ Barnett (ENG),20,35.0,4.0,1098.0,35.41,2.0,5.0,3.69001292577365,3
521,WB Phillips (AUS),27,48.0,2.0,1485.0,32.28,2.0,7.0,3.682887726575667,3
522,JM Taylor (AUS),20,28.0,0.0,997.0,35.6,1.0,8.0,3.677621142516932,3
523,SO Dowrich (WI),31,56.0,8.0,1444.0,30.08,3.0,8.0,3.673632810405251,3
524,LRD Mendis (SL),24,43.0,1.0,1329.0,31.64,4.0,8.0,3.6732349874492574,3
525,Asim Kamal (PAK),12,20.0,1.0,717.0,37.73,0.0,8.0,3.6587525443763838,3
526,HH Streak (ZIM),65,107.0,18.0,1990.0,22.35,1.0,11.0,3.6546415326615405,3
527,RS Kaluwitharana (SL),49,78.0,4.0,1933.0,26.12,3.0,9.0,3.6458065696168953,3
528,A Sandham (ENG),14,23.0,0.0,879.0,38.21,2.0,3.0,3.644245405890766,3
529,IDS Smith (NZ),63,88.0,17.0,1815.0,25.56,2.0,6.0,3.556698603539759,3
530,Umar Akmal (PAK),16,30.0,2.0,1003.0,35.82,1.0,6.0,3.5538711949168262,3
531,Dilawar Hussain (INDIA),3,6.0,0.0,254.0,42.33,0.0,3.0,3.5352946474398017,3
532,KLT Arthurton (WI),33,50.0,5.0,1382.0,30.71,2.0,8.0,3.5344743303395956,3
533,SM Warnapura (SL),14,24.0,1.0,821.0,35.69,2.0,7.0,3.5126087282269394,3
534,Zulqarnain Haider (PAK),1,2.0,0.0,88.0,44.0,0.0,1.0,3.5066762165007224,3
535,BP Nash (WI),21,33.0,0.0,1103.0,33.42,2.0,8.0,3.4868351965314397,3
536,OG Smith (WI),26,42.0,0.0,1331.0,31.69,4.0,6.0,3.4775093215062083,3
537,HGO Owen-Smith (SA),5,8.0,2.0,252.0,42.0,1.0,1.0,3.4708266739338938,3
538,J Darling (AUS),34,60.0,2.0,1657.0,28.56,3.0,8.0,3.462142596324812,3
539,BT Foakes (ENG),5,10.0,2.0,332.0,41.5,1.0,1.0,3.444106376789101,3
540,J Blackwood (WI),28,49.0,4.0,1362.0,30.26,1.0,10.0,3.426151490934129,3
541,Nasir Hossain (BDESH),19,32.0,2.0,1044.0,34.8,1.0,6.0,3.4253304600125287,3
542,CB Fry (ENG),26,41.0,3.0,1223.0,32.18,2.0,7.0,3.4173235135570392,3
543,HJH Marshall (NZ),13,19.0,2.0,652.0,38.35,2.0,2.0,3.408616977015745,3
544,MJ Horne (NZ),35,65.0,2.0,1788.0,28.38,4.0,5.0,3.40441439157736,3
545,FA Iredale (AUS),14,23.0,1.0,807.0,36.68,2.0,4.0,3.4009494664659137,3
546,KOA Powell (WI),40,76.0,1.0,2011.0,26.81,3.0,6.0,3.371690694383663,3
547,TD Paine (AUS),30,49.0,8.0,1295.0,31.58,0.0,7.0,3.3400241707545346,3
