,Player,Mat,Inn,NO,Runs,Avg,100,50
1389,Fakhar Zaman (PAK),3,6.0,0.0,192.0,32.0,0.0,2.0
1390,Ghulam Ahmed (INDIA),22,31.0,9.0,192.0,8.72,0.0,1.0
1391,D Kenyon (ENG),8,15.0,0.0,192.0,12.8,0.0,1.0
1392,AJ Doolan (AUS),4,8.0,0.0,191.0,23.87,0.0,1.0
1393,WE Astill (ENG),9,15.0,0.0,190.0,12.66,0.0,0.0
1394,PR Carlstein (SA),8,14.0,1.0,190.0,14.61,0.0,0.0
1395,RW Blair (NZ),19,34.0,6.0,189.0,6.75,0.0,1.0
1396,AL Mann (AUS),4,8.0,0.0,189.0,23.62,1.0,0.0
1397,EA Halliwell (SA),8,15.0,0.0,188.0,12.53,0.0,1.0
1398,J Sharp (ENG),3,6.0,2.0,188.0,47.0,1.0,1.0
1399,CC Depeiaza (WI),5,8.0,2.0,187.0,31.16,1.0,0.0
1400,ML Nkala (ZIM),10,15.0,2.0,187.0,14.38,0.0,0.0
1401,JJ Roy (ENG),5,10.0,0.0,187.0,18.7,0.0,1.0
1402,PH Sharma (INDIA),5,10.0,0.0,187.0,18.7,0.0,1.0
1403,DW Headley (ENG),15,26.0,4.0,186.0,8.45,0.0,0.0
1404,GB Hogg (AUS),7,10.0,3.0,186.0,26.57,0.0,1.0
1405,DA Marillier (ZIM),5,7.0,1.0,186.0,31.0,0.0,2.0
1406,PL Winslow (SA),5,9.0,0.0,186.0,20.66,1.0,0.0
1407,EAR de Silva (SL),10,16.0,4.0,185.0,15.41,0.0,1.0
1408,K Higgs (ENG),15,19.0,3.0,185.0,11.56,0.0,1.0
1409,MV Nagamootoo (WI),5,8.0,1.0,185.0,26.42,0.0,1.0
1410,L Baichan (WI),3,6.0,2.0,184.0,46.0,1.0,0.0
1411,HK Olonga (ZIM),30,45.0,11.0,184.0,5.41,0.0,0.0
1412,GJ Bailey (AUS),5,8.0,1.0,183.0,26.14,0.0,1.0
1413,C Blythe (ENG),19,31.0,12.0,183.0,9.63,0.0,0.0
1414,SP Gupte (INDIA),36,42.0,13.0,183.0,6.31,0.0,0.0
1415,Ijaz Faqih (PAK),5,8.0,1.0,183.0,26.14,1.0,0.0
1416,Aftab Gul (PAK),6,8.0,0.0,182.0,22.75,0.0,0.0
1417,LJ Moon (ENG),4,8.0,0.0,182.0,22.75,0.0,0.0
1418,CR Brathwaite (WI),3,5.0,1.0,181.0,45.25,0.0,3.0
1419,CP Carter (SA),10,15.0,5.0,181.0,18.1,0.0,0.0
1420,DA Gunawardene (SL),6,11.0,0.0,181.0,16.45,0.0,0.0
1421,RH Shodhan (INDIA),3,4.0,1.0,181.0,60.33,1.0,0.0
1422,EJ Chatfield (NZ),43,54.0,33.0,180.0,8.57,0.0,0.0
1423,Enamul Haque (BDESH),10,19.0,4.0,180.0,12.0,0.0,0.0
1424,CJ Jordan (ENG),8,11.0,1.0,180.0,18.0,0.0,0.0
1425,NGB Cook (ENG),15,25.0,4.0,179.0,8.52,0.0,0.0
1426,N Gifford (ENG),15,20.0,9.0,179.0,16.27,0.0,0.0
1427,JFW Nicolson (SA),3,5.0,0.0,179.0,35.8,0.0,1.0
1428,AD Ogilvie (AUS),5,10.0,0.0,178.0,17.8,0.0,0.0
1429,HM Goonatilleke (SL),5,10.0,2.0,177.0,22.12,0.0,1.0
1430,LV Maddocks (AUS),7,12.0,2.0,177.0,17.7,0.0,1.0
1431,T Richardson (ENG),14,24.0,8.0,177.0,11.06,0.0,0.0
1432,Younis Ahmed (PAK),4,7.0,1.0,177.0,29.5,0.0,1.0
1433,CR Browne (WI),4,8.0,1.0,176.0,25.14,0.0,1.0
1434,NG Cowans (ENG),19,29.0,7.0,175.0,7.95,0.0,0.0
1435,EW Dawson (ENG),5,9.0,0.0,175.0,19.44,0.0,1.0
1436,C Pringle (NZ),14,21.0,4.0,175.0,10.29,0.0,0.0
1437,XC Balaskas (SA),9,13.0,1.0,174.0,14.5,1.0,0.0
1438,SSJ Brooks (WI),3,5.0,0.0,174.0,34.8,1.0,1.0
1439,RJ Inverarity (AUS),6,11.0,1.0,174.0,17.4,0.0,1.0
1440,CR Miller (AUS),18,24.0,3.0,174.0,8.28,0.0,0.0
1441,CH Morris (SA),4,7.0,0.0,173.0,24.71,0.0,1.0
1442,KH Weekes (WI),2,3.0,0.0,173.0,57.66,1.0,0.0
1443,Inshan Ali (WI),12,18.0,2.0,172.0,10.75,0.0,0.0
1444,ST Clarke (WI),11,16.0,5.0,172.0,15.63,0.0,0.0
1445,MF Kent (AUS),3,6.0,0.0,171.0,28.5,0.0,2.0
1446,CS Pandit (INDIA),5,8.0,1.0,171.0,24.42,0.0,0.0
1447,OC Scott (WI),8,13.0,3.0,171.0,17.1,0.0,0.0
1448,GM Carew (WI),4,7.0,1.0,170.0,28.33,1.0,0.0
1449,C Gladwin (ENG),8,11.0,5.0,170.0,28.33,0.0,1.0
1450,MJ Hartigan (AUS),2,4.0,0.0,170.0,42.5,1.0,0.0
1451,J Iddon (ENG),5,7.0,1.0,170.0,28.33,0.0,2.0
1452,C Ramaswami (INDIA),2,4.0,1.0,170.0,56.66,0.0,1.0
1453,Tanvir Ahmed (PAK),5,7.0,2.0,170.0,34.0,0.0,1.0
1454,KC Ibrahim (INDIA),4,8.0,0.0,169.0,21.12,0.0,1.0
1455,RA Young (NZ),5,10.0,3.0,169.0,24.14,0.0,1.0
1456,SE Bond (NZ),18,20.0,7.0,168.0,12.92,0.0,0.0
1457,SH Curnow (SA),7,14.0,0.0,168.0,12.0,0.0,0.0
1458,FGJ Ford (ENG),5,9.0,0.0,168.0,18.66,0.0,0.0
1459,F Hearne (ENG/SA),6,10.0,0.0,168.0,16.8,0.0,0.0
1460,WVS Ling (SA),6,10.0,0.0,168.0,16.8,0.0,0.0
1461,Anil Dalpat (PAK),9,12.0,1.0,167.0,15.18,0.0,1.0
1462,BS Chandrasekhar (INDIA),58,80.0,39.0,167.0,4.07,0.0,0.0
1463,M Watkinson (ENG),4,6.0,1.0,167.0,33.4,0.0,1.0
1464,SW Ambris (WI),6,12.0,1.0,166.0,15.09,0.0,0.0
1465,JP Fellows-Smith (SA),4,8.0,2.0,166.0,27.66,0.0,0.0
1466,EAC Hunte (WI),3,6.0,1.0,166.0,33.2,0.0,2.0
1467,KR Pushpakumara (SL),23,31.0,12.0,166.0,8.73,0.0,0.0
1468,RJ Westcott (SA),5,9.0,0.0,166.0,18.44,0.0,1.0
1469,Abul Hasan (BDESH),3,5.0,3.0,165.0,82.5,1.0,0.0
1470,PK Sen (INDIA),14,18.0,4.0,165.0,11.78,0.0,0.0
1471,ML Su'a (NZ),13,18.0,5.0,165.0,12.69,0.0,0.0
1472,MC Henriques (AUS),4,8.0,1.0,164.0,23.42,0.0,2.0
1473,Mosaddek Hossain (BDESH),3,6.0,2.0,164.0,41.0,0.0,1.0
1474,OJ Pope (ENG),4,6.0,0.0,164.0,27.33,0.0,1.0
1475,PH Punjabi (INDIA),5,10.0,0.0,164.0,16.4,0.0,0.0
1476,A Ratra (INDIA),6,10.0,1.0,163.0,18.11,1.0,0.0
1477,RE Redmond (NZ),1,2.0,0.0,163.0,81.5,1.0,1.0
1478,HD Ackerman (SA),4,8.0,0.0,161.0,20.12,0.0,1.0
1479,CJ Poole (ENG),3,5.0,1.0,161.0,40.25,0.0,2.0
1480,WJ Whitty (AUS),14,19.0,7.0,161.0,13.41,0.0,0.0
1481,EG Arnold (ENG),10,15.0,3.0,160.0,13.33,0.0,0.0
1482,CL Badcock (AUS),7,12.0,1.0,160.0,14.54,1.0,0.0
1483,CI Dunusinghe (SL),5,10.0,0.0,160.0,16.0,0.0,1.0
1484,T Emmett (ENG),7,13.0,1.0,160.0,13.33,0.0,0.0
1485,CH Parkin (ENG),10,16.0,3.0,160.0,12.3,0.0,0.0
1486,OJ Phillips (WI),2,4.0,0.0,160.0,40.0,0.0,1.0
1487,CT Studd (ENG),5,9.0,1.0,160.0,20.0,0.0,0.0
1488,PD Lashley (WI),4,7.0,0.0,159.0,22.71,0.0,0.0
1489,DD Taylor (NZ),3,5.0,0.0,159.0,31.8,0.0,1.0
1490,CEH Croft (WI),27,37.0,22.0,158.0,10.53,0.0,0.0
1491,WP Howell (AUS),18,27.0,6.0,158.0,7.52,0.0,0.0
1492,GF Labrooy (SL),9,14.0,3.0,158.0,14.36,0.0,1.0
1493,DR O'Sullivan (NZ),11,21.0,4.0,158.0,9.29,0.0,0.0
1494,SC Griffith (ENG),3,5.0,0.0,157.0,31.4,1.0,0.0
1495,AP Lucas (ENG),5,9.0,1.0,157.0,19.62,0.0,1.0
1496,DAR Moloney (NZ),3,6.0,0.0,156.0,26.0,0.0,1.0
1497,Naushad Ali (PAK),6,11.0,0.0,156.0,14.18,0.0,0.0
1498,Z de Bruyn (SA),3,5.0,1.0,155.0,38.75,0.0,1.0
1499,Hasan Ali (PAK),9,15.0,5.0,155.0,15.5,0.0,0.0
1500,Rashid Khan (PAK),4,6.0,3.0,155.0,51.66,0.0,1.0
1501,AP Freeman (ENG),12,16.0,5.0,154.0,14.0,0.0,1.0
1502,I Meckiff (AUS),18,20.0,7.0,154.0,11.84,0.0,0.0
1503,SMJ Woods (AUS/ENG),6,10.0,0.0,154.0,15.4,0.0,1.0
1504,Akram Raza (PAK),9,12.0,2.0,153.0,15.3,0.0,0.0
1505,HF Boyle (AUS),12,16.0,4.0,153.0,12.75,0.0,0.0
1506,OC da Costa (WI),5,9.0,1.0,153.0,19.12,0.0,0.0
1507,R Dumbrill (SA),5,10.0,0.0,153.0,15.3,0.0,0.0
1508,RG Gregory (AUS),2,3.0,0.0,153.0,51.0,0.0,2.0
1509,TJ Matthews (AUS),8,10.0,1.0,153.0,17.0,0.0,1.0
1510,J O'Connor (ENG),4,7.0,0.0,153.0,21.85,0.0,1.0
1511,PCR Tufnell (ENG),42,59.0,29.0,153.0,5.1,0.0,0.0
1512,RG de Alwis (SL),11,19.0,0.0,152.0,8.0,0.0,0.0
1513,AJ Pycroft (ZIM),3,5.0,0.0,152.0,30.4,0.0,1.0
1514,EFS Tylecote (ENG),6,9.0,1.0,152.0,19.0,0.0,1.0
1515,FJ Cameron (WI),5,7.0,1.0,151.0,25.16,0.0,1.0
1516,RK Oxenham (AUS),7,10.0,0.0,151.0,15.1,0.0,0.0
1517,SR Patel (ENG),6,9.0,0.0,151.0,16.77,0.0,0.0
1518,WR Playle (NZ),8,15.0,0.0,151.0,10.06,0.0,1.0
1519,W Attewell (ENG),10,15.0,6.0,150.0,16.66,0.0,0.0
1520,AE Fagg (ENG),5,8.0,0.0,150.0,18.75,0.0,0.0
1521,JD Nel (SA),6,11.0,0.0,150.0,13.63,0.0,0.0
1522,GJ Batty (ENG),9,12.0,2.0,149.0,14.9,0.0,0.0
1523,P Kumar (INDIA),6,10.0,0.0,149.0,14.9,0.0,0.0
1524,J Birkenshaw (ENG),5,7.0,0.0,148.0,21.14,0.0,1.0
1525,Ibrahim Zadran (AFG),2,4.0,0.0,148.0,37.0,0.0,1.0
1526,Shadab Kabir (PAK),5,7.0,0.0,148.0,21.14,0.0,1.0
1527,BJT Bosanquet (ENG),7,14.0,3.0,147.0,13.36,0.0,0.0
1528,SC Joseph (WI),5,10.0,0.0,147.0,14.7,0.0,0.0
1529,S Randiv (SL),12,17.0,1.0,147.0,9.18,0.0,0.0
1530,NB Mahwire (ZIM),10,17.0,6.0,147.0,13.36,0.0,1.0
1531,CS Nayudu (INDIA),11,19.0,3.0,147.0,9.18,0.0,0.0
1532,NAT Adcock (SA),26,39.0,12.0,146.0,5.4,0.0,0.0
1533,A Balbirnie (IRE),3,6.0,0.0,146.0,24.33,0.0,2.0
1534,RW McLeod (AUS),6,11.0,0.0,146.0,13.27,0.0,0.0
1535,Sikander Bakht (PAK),26,35.0,12.0,146.0,6.34,0.0,0.0
1536,CL White (AUS),4,7.0,2.0,146.0,29.2,0.0,0.0
1537,Zubayr Hamza (SA),3,6.0,0.0,146.0,24.33,0.0,1.0
1538,Lord Harris (ENG),4,6.0,1.0,145.0,29.0,0.0,1.0
1539,R Howorth (ENG),5,10.0,2.0,145.0,18.12,0.0,0.0
1540,EH Mattis (WI),4,5.0,0.0,145.0,29.0,0.0,1.0
1541,BP Patterson (WI),28,38.0,16.0,145.0,6.59,0.0,0.0
1542,Mohammad Nazir (PAK),14,18.0,10.0,144.0,18.0,0.0,0.0
1543,KR Patterson (AUS),2,2.0,1.0,144.0,144.0,1.0,0.0
1544,W Place (ENG),3,6.0,1.0,144.0,28.8,1.0,0.0
1545,Zulfiqar Babar (PAK),15,18.0,9.0,144.0,16.0,0.0,1.0
1546,EL a'Beckett (AUS),4,7.0,0.0,143.0,20.42,0.0,0.0
1547,RE Marshall (WI),4,7.0,0.0,143.0,20.42,0.0,0.0
1548,CPH Ramanayake (SL),18,24.0,9.0,143.0,9.53,0.0,0.0
1549,JA Warrican (WI),8,14.0,9.0,142.0,28.4,0.0,0.0
1550,SS Dighe (INDIA),6,10.0,1.0,141.0,15.66,0.0,0.0
1551,DRE Joseph (WI),4,7.0,0.0,141.0,20.14,0.0,1.0
1552,GB Lawrence (SA),5,8.0,0.0,141.0,17.62,0.0,0.0
1553,Mohammad Asif (PAK),23,38.0,13.0,141.0,5.64,0.0,0.0
1554,SS Naik (INDIA),3,6.0,0.0,141.0,23.5,0.0,1.0
1555,AL Valentine (WI),36,51.0,21.0,141.0,4.7,0.0,0.0
1556,R Chandrika (WI),5,10.0,0.0,140.0,14.0,0.0,0.0
1557,TS Curtis (ENG),5,9.0,0.0,140.0,15.55,0.0,0.0
1558,GR Robertson (AUS),4,7.0,0.0,140.0,20.0,0.0,1.0
1559,DW Begbie (SA),5,7.0,0.0,138.0,19.71,0.0,0.0
1560,Faheem Ashraf (PAK),4,6.0,0.0,138.0,23.0,0.0,1.0
1561,Hashmatullah Shahidi (AFG),3,6.0,2.0,138.0,34.5,0.0,1.0
1562,DB Pithey (SA),8,12.0,1.0,138.0,12.54,0.0,1.0
1563,FT Badcock (NZ),7,9.0,2.0,137.0,19.57,0.0,2.0
1564,LS Birkett (WI),4,8.0,0.0,136.0,17.0,0.0,1.0
1565,JW D'Arcy (NZ),5,10.0,0.0,136.0,13.6,0.0,0.0
1566,TV Hohns (AUS),7,7.0,1.0,136.0,22.66,0.0,0.0
1567,Rahat Ali (PAK),21,31.0,13.0,136.0,7.55,0.0,0.0
1568,Surendranath (INDIA),11,20.0,7.0,136.0,10.46,0.0,0.0
1569,Afsar Zazai (AFG),3,6.0,1.0,135.0,27.0,0.0,0.0
1570,KBJ Azad (INDIA),7,12.0,0.0,135.0,11.25,0.0,0.0
1571,DB Carr (ENG),2,4.0,0.0,135.0,33.75,0.0,1.0
1572,A Dananjaya (SL),6,10.0,2.0,135.0,16.87,0.0,0.0
1573,Azeem Hafeez (PAK),18,21.0,5.0,134.0,8.37,0.0,0.0
1574,DA Sharpe (PAK),3,6.0,0.0,134.0,22.33,0.0,1.0
1575,N Pradeep (SL),28,50.0,17.0,132.0,4.0,0.0,0.0
1576,TCB Fernando (SL),9,8.0,3.0,132.0,26.4,0.0,0.0
1577,PW Jarvis (ENG),9,15.0,2.0,132.0,10.15,0.0,0.0
1578,E Wainwright (ENG),5,9.0,0.0,132.0,14.66,0.0,0.0
1579,EL Bartlett (WI),5,8.0,1.0,131.0,18.71,0.0,1.0
1580,GC Dyer (AUS),6,6.0,0.0,131.0,21.83,0.0,1.0
1581,DL Piedt (SA),9,12.0,1.0,131.0,11.9,0.0,1.0
1582,V Rathour (INDIA),6,10.0,0.0,131.0,13.1,0.0,0.0
1583,L Tuckett (SA),9,14.0,3.0,131.0,11.9,0.0,0.0
1584,Imran Tahir (SA),20,23.0,9.0,130.0,9.28,0.0,0.0
1585,L Sivaramakrishnan (INDIA),9,9.0,1.0,130.0,16.25,0.0,0.0
1586,Hon.FSG Calthorpe (ENG),4,7.0,0.0,129.0,18.42,0.0,0.0
1587,DR Doshi (INDIA),33,38.0,10.0,129.0,4.6,0.0,0.0
1588,CV Gadkari (INDIA),6,10.0,4.0,129.0,21.5,0.0,1.0
1589,H Gimblett (ENG),3,5.0,1.0,129.0,32.25,0.0,1.0
1590,JR Mason (ENG),5,10.0,0.0,129.0,12.9,0.0,0.0
1591,RW Tolchard (ENG),4,7.0,2.0,129.0,25.8,0.0,1.0
1592,IJ Ward (ENG),5,9.0,1.0,129.0,16.12,0.0,0.0
1593,HR Bromley-Davenport (ENG),4,6.0,0.0,128.0,21.33,0.0,1.0
1594,M Hendrick (ENG),30,35.0,15.0,128.0,6.4,0.0,0.0
1595,RK Illingworth (ENG),9,14.0,7.0,128.0,18.28,0.0,0.0
1596,BP Julian (AUS),7,9.0,1.0,128.0,16.0,0.0,1.0
1597,D Smith (ENG),2,4.0,0.0,128.0,32.0,0.0,1.0
1598,PM Walker (ENG),3,4.0,0.0,128.0,32.0,0.0,1.0
1599,S Chattergoon (WI),4,7.0,0.0,127.0,18.14,0.0,0.0
1600,GR Larsen (NZ),8,13.0,4.0,127.0,14.11,0.0,0.0
1601,AD Mullally (ENG),19,27.0,4.0,127.0,5.52,0.0,0.0
1602,PJR Steyn (SA),3,6.0,0.0,127.0,21.16,0.0,0.0
1603,ES Atkinson (WI),8,9.0,1.0,126.0,15.75,0.0,0.0
1604,NE Haig (ENG),5,9.0,0.0,126.0,14.0,0.0,0.0
1605,JT Hearne (ENG),12,18.0,4.0,126.0,9.0,0.0,0.0
1606,KM Jarvis (ZIM),12,22.0,10.0,126.0,10.5,0.0,0.0
1607,E Jones (AUS),19,26.0,1.0,126.0,5.04,0.0,0.0
1608,DL Bairstow (ENG),4,7.0,1.0,125.0,20.83,0.0,1.0
1609,JB Commins (SA),3,6.0,1.0,125.0,25.0,0.0,0.0
1610,Marshall Ayub (BDESH),3,6.0,0.0,125.0,20.83,0.0,0.0
1611,WFE Marx (SA),3,6.0,0.0,125.0,20.83,0.0,0.0
1612,Nazimuddin (BDESH),3,6.0,0.0,125.0,20.83,0.0,1.0
1613,DM Richards (WI),3,6.0,0.0,125.0,20.83,0.0,1.0
1614,S Samarawickrama (SL),4,8.0,0.0,125.0,15.62,0.0,0.0
1615,CW Wright (ENG),3,4.0,0.0,125.0,31.25,0.0,1.0
1616,HMCM Bandara (SL),8,11.0,3.0,124.0,15.5,0.0,0.0
1617,CJ Chibhabha (ZIM),3,6.0,0.0,124.0,20.66,0.0,1.0
1618,C Overton (ENG),4,8.0,2.0,124.0,20.66,0.0,0.0
1619,DA Reeve (ENG),3,5.0,0.0,124.0,24.8,0.0,1.0
1620,RJ Crisp (SA),9,13.0,1.0,123.0,10.25,0.0,0.0
1621,IB Cromb (NZ),5,8.0,2.0,123.0,20.5,0.0,1.0
1622,Manzoor Elahi (PAK),6,10.0,2.0,123.0,15.37,0.0,1.0
1623,CS Martin (NZ),71,104.0,52.0,123.0,2.36,0.0,0.0
1624,BA Murphy (ZIM),11,15.0,3.0,123.0,10.25,0.0,0.0
1625,Pervez Sajjad (PAK),19,20.0,11.0,123.0,13.66,0.0,0.0
1626,AB Fudadin (WI),3,5.0,1.0,122.0,30.5,0.0,1.0
1627,Junaid Khan (PAK),22,28.0,11.0,122.0,7.17,0.0,0.0
1628,Mohammad Sharif (BDESH),10,20.0,3.0,122.0,7.17,0.0,0.0
1629,AH Omarshah (ZIM),3,5.0,0.0,122.0,24.4,0.0,1.0
1630,EA Brandes (ZIM),10,15.0,3.0,121.0,10.08,0.0,0.0
1631,JG Dewes (ENG),5,10.0,0.0,121.0,12.1,0.0,1.0
1632,TW Wall (AUS),18,24.0,5.0,121.0,6.36,0.0,0.0
1633,A Mithun (INDIA),4,5.0,0.0,120.0,24.0,0.0,0.0
1634,RJ Bailey (ENG),4,8.0,0.0,119.0,14.87,0.0,0.0
1635,MAR Samarasekera (SL),4,7.0,0.0,118.0,16.85,0.0,1.0
1636,AC Smith (ENG),6,7.0,3.0,118.0,29.5,0.0,1.0
1637,BGK Walker (NZ),5,8.0,2.0,118.0,19.66,0.0,0.0
1638,SI de Saram (SL),4,5.0,0.0,117.0,23.4,0.0,0.0
1639,Salahuddin (PAK),5,8.0,2.0,117.0,19.5,0.0,0.0
1640,PADLR Sandakan (SL),11,17.0,6.0,117.0,10.63,0.0,0.0
1641,WH St Hill (WI),3,6.0,0.0,117.0,19.5,0.0,0.0
1642,FJ Cameron (NZ),19,30.0,20.0,116.0,11.6,0.0,0.0
1643,W Farrimond (ENG),4,7.0,0.0,116.0,16.57,0.0,0.0
1644,FM King (WI),14,17.0,3.0,116.0,8.28,0.0,0.0
1645,EA McDonald (AUS),11,12.0,5.0,116.0,16.57,0.0,0.0
1646,F Mitchell (ENG/SA),5,10.0,0.0,116.0,11.6,0.0,0.0
1647,RP Singh (INDIA),14,19.0,3.0,116.0,7.25,0.0,0.0
1648,DH Brain (ZIM),9,13.0,2.0,115.0,10.45,0.0,0.0
1649,PJ Martin (ENG),8,13.0,0.0,115.0,8.84,0.0,0.0
1650,H Morris (ENG),3,6.0,0.0,115.0,19.16,0.0,0.0
1651,Nurul Hasan (BDESH),3,6.0,0.0,115.0,19.16,0.0,1.0
1652,GR Beard (AUS),3,5.0,0.0,114.0,22.8,0.0,0.0
1653,ML Cummins (WI),14,22.0,7.0,114.0,7.6,0.0,0.0
1654,RKJ Dawson (ENG),7,13.0,3.0,114.0,11.4,0.0,0.0
1655,JJ Ferris (AUS/ENG),9,17.0,4.0,114.0,8.76,0.0,0.0
1656,RE Grieveson (SA),2,2.0,0.0,114.0,57.0,0.0,1.0
1657,GPD Hartigan (SA),5,10.0,0.0,114.0,11.4,0.0,1.0
1658,ERT Holmes (ENG),5,9.0,2.0,114.0,16.28,0.0,1.0
1659,AR Whittall (ZIM),10,18.0,3.0,114.0,7.6,0.0,0.0
1660,CFW Allcott (NZ),6,7.0,2.0,113.0,22.6,0.0,0.0
1661,S Haigh (ENG),11,18.0,3.0,113.0,7.53,0.0,0.0
1662,HG Kuhn (SA),4,8.0,0.0,113.0,14.12,0.0,0.0
1663,D Shackleton (ENG),7,13.0,7.0,113.0,18.83,0.0,0.0
1664,EJ Smith (ENG),11,14.0,1.0,113.0,8.69,0.0,0.0
1665,CT Tremlett (ENG),12,15.0,4.0,113.0,10.27,0.0,0.0
1666,EAV Williams (WI),4,6.0,0.0,113.0,18.83,0.0,1.0
1667,ERNS Fernando (SL),5,10.0,0.0,112.0,11.2,0.0,0.0
1668,AG Ganteaume (WI),1,1.0,0.0,112.0,112.0,1.0,0.0
1669,GG Macaulay (ENG),8,10.0,4.0,112.0,18.66,0.0,1.0
1670,GB Stevens (AUS),4,7.0,0.0,112.0,16.0,0.0,0.0
1671,DM Bess (ENG),2,3.0,0.0,111.0,37.0,0.0,1.0
1672,MR Bynoe (WI),4,6.0,0.0,111.0,18.5,0.0,0.0
1673,JD Higgs (AUS),22,36.0,16.0,111.0,5.55,0.0,0.0
1674,HS Kanitkar (INDIA),2,4.0,0.0,111.0,27.75,0.0,1.0
1675,FL Reifer (WI),6,12.0,0.0,111.0,9.25,0.0,0.0
1676,A Shaw (ENG),7,12.0,1.0,111.0,10.09,0.0,0.0
1677,BM Duckett (ENG),4,7.0,0.0,110.0,15.71,0.0,1.0
1678,Ihsanullah (AFG),3,6.0,1.0,110.0,22.0,0.0,1.0
1679,PJ Newport (ENG),3,5.0,1.0,110.0,27.5,0.0,0.0
1680,GE Vivian (NZ),5,6.0,0.0,110.0,18.33,0.0,0.0
1681,TJ Murtagh (IRE),3,6.0,2.0,109.0,27.25,0.0,1.0
1682,SD Udal (ENG),4,7.0,1.0,109.0,18.16,0.0,0.0
1683,Yajurvindra Singh (INDIA),4,7.0,1.0,109.0,18.16,0.0,0.0
1684,JH Board (ENG),6,12.0,2.0,108.0,10.8,0.0,0.0
1685,CG Butts (WI),7,8.0,1.0,108.0,15.42,0.0,0.0
1686,GM Ewing (ZIM),3,6.0,0.0,108.0,18.0,0.0,1.0
1687,Naoomal Jaoomal (INDIA),3,5.0,1.0,108.0,27.0,0.0,0.0
1688,DA Stirling (NZ),6,9.0,2.0,108.0,15.42,0.0,0.0
1689,SJ Cook (SA),3,6.0,0.0,107.0,17.83,0.0,0.0
1690,CB Jennings (AUS),6,8.0,2.0,107.0,17.83,0.0,0.0
1691,AB McDonald (AUS),4,6.0,1.0,107.0,21.4,0.0,1.0
1692,AH McKinnon (SA),8,13.0,7.0,107.0,17.83,0.0,0.0
1693,P Utseya (ZIM),4,8.0,1.0,107.0,15.28,0.0,0.0
1694,EW Dempster (NZ),5,8.0,2.0,106.0,17.66,0.0,0.0
1695,PHT Kaushal (SL),7,12.0,2.0,106.0,10.6,0.0,0.0
1696,CFH Leslie (ENG),4,7.0,0.0,106.0,15.14,0.0,1.0
1697,LS Pascoe (AUS),14,19.0,9.0,106.0,10.6,0.0,0.0
1698,MSK Prasad (INDIA),6,10.0,1.0,106.0,11.77,0.0,0.0
1699,D Ramnarine (WI),12,21.0,4.0,106.0,6.23,0.0,0.0
1700,Rashid Khan (AFG),4,7.0,0.0,106.0,15.14,0.0,1.0
1701,CJE Smith (SA),3,6.0,1.0,106.0,21.2,0.0,0.0
1702,WJ Watson (AUS),4,7.0,1.0,106.0,17.66,0.0,0.0
1703,GE Bradburn (NZ),7,10.0,2.0,105.0,13.12,0.0,0.0
1704,Javed Ahmadi (AFG),2,4.0,0.0,105.0,26.25,0.0,1.0
1705,CB Mpofu (ZIM),15,28.0,10.0,105.0,5.83,0.0,0.0
1706,LS Rajput (INDIA),2,4.0,0.0,105.0,26.25,0.0,1.0
1707,GHT Simpson-Hayward (ENG),5,8.0,1.0,105.0,15.0,0.0,0.0
1708,CJ Adams (ENG),5,8.0,0.0,104.0,13.0,0.0,0.0
1709,GFJ Liebenberg (SA),5,8.0,0.0,104.0,13.0,0.0,0.0
1710,KR Rickards (WI),2,3.0,0.0,104.0,34.66,0.0,1.0
1711,PR Stirling (IRE),3,6.0,0.0,104.0,17.33,0.0,0.0
1712,M Bisset (SA),3,6.0,2.0,103.0,25.75,0.0,0.0
1713,JW Hitch (ENG),7,10.0,3.0,103.0,14.71,0.0,1.0
1714,SB O'Connor (NZ),19,27.0,9.0,103.0,5.72,0.0,0.0
1715,AG Hurst (AUS),12,20.0,3.0,102.0,6.0,0.0,0.0
1716,R Lamba (INDIA),4,5.0,0.0,102.0,20.4,0.0,1.0
1717,RM Prideaux (ENG),3,6.0,1.0,102.0,20.4,0.0,1.0
1718,PM Pushpakumara (SL),4,8.0,2.0,102.0,17.0,0.0,0.0
1719,CIJ Smith (ENG),5,10.0,0.0,102.0,10.2,0.0,0.0
1720,Aaqib Javed (PAK),22,27.0,7.0,101.0,5.05,0.0,0.0
1721,DD Beard (NZ),4,7.0,2.0,101.0,20.2,0.0,0.0
1722,G Challenor (WI),3,6.0,0.0,101.0,16.83,0.0,0.0
1723,SK Coen (SA),2,4.0,2.0,101.0,50.5,0.0,0.0
1724,CS Cowdrey (ENG),6,8.0,1.0,101.0,14.42,0.0,0.0
1725,A Hill (ENG),2,4.0,2.0,101.0,50.5,0.0,0.0
1726,KA Hope (WI),5,9.0,0.0,101.0,11.22,0.0,0.0
1727,TA Harris (SA),3,5.0,1.0,100.0,25.0,0.0,1.0
1728,Khan Mohammad (PAK),13,17.0,7.0,100.0,10.0,0.0,0.0
1729,RD Robinson (AUS),3,6.0,0.0,100.0,16.66,0.0,0.0
1730,HA Furlonge (WI),3,5.0,0.0,99.0,19.8,0.0,1.0
1731,Maninder Singh (INDIA),35,38.0,12.0,99.0,3.8,0.0,0.0
1732,MN Nawaz (SL),1,2.0,1.0,99.0,99.0,0.0,1.0
1733,N Oldfield (ENG),1,2.0,0.0,99.0,49.5,0.0,1.0
